Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112155598.9,123134584.5,124482748.9,129379097.9,142025069.5,150574816.3,157930041.9,163820538.9,191767437.0,188039191.3,189106554.5,201450768.4,230317908.0,271183061.4,281398668.2,378660016.3,451152450.0,507298120.7,610578523.8,700764892.7,797048028.8,694803502.7,748312283.7,658679394.9,637820620.7,864849765.1,1122265026.0,1200991826.0,1264899368.0,1233930277.0,1440711396.0,1377375031.0,1411917558.0,1278781167.0,851174350.6,1115389732.0,1007791186.0,937741468.0,967338348.7,999477510.7,914500299.1,931833302.8,991387870.1,1139754799.0,1270080251.0,1337362392.0,1460561215.0,1697565949.0,1985240986.0,1981732634.0,1986015906.0,2195599557.0,2169706564.0,1518565298.0,1702899386.0,1583776806.0,1755468137.0,1949411659.0
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,41093453545.0,40767969454.0,41978852041.0,44657169109.0,48882938810.0,53909570342.0,60358632035.0,64768831262.0,70759031842.0,77887510242.0,87896095224.0,99271961478.0,113000000000.0,131000000000.0,160000000000.0,174000000000.0,207000000000.0,212000000000.0,219000000000.0,243000000000.0,274000000000.0,306000000000.0,314000000000.0,341000000000.0,355000000000.0,365000000000.0,377000000000.0,431000000000.0,507000000000.0,565000000000.0,594000000000.0,610000000000.0,592000000000.0,577000000000.0,578000000000.0,604000000000.0,629000000000.0,653000000000.0,632000000000.0,676000000000.0,742000000000.0,736000000000.0,758000000000.0,892000000000.0,1020000000000.0,1170000000000.0,1320000000000.0,1460000000000.0,1550000000000.0,1370000000000.0,1610000000000.0,1790000000000.0,1820000000000.0,1840000000000.0,1800000000000.0,1560000000000.0,1540000000000.0,1650000000000.0
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522746719.0,10712712465.0,11879982759.0,13063643796.0,14480556572.0,15346741670.0,16480058705.0,17740013179.0,18942729779.0,20524886616.0,,,,,,,,,,,119000000000.0,109000000000.0,112000000000.0,111000000000.0,106000000000.0,108000000000.0,154000000000.0,193000000000.0,209000000000.0,202000000000.0,258000000000.0,261000000000.0,272000000000.0,264000000000.0,293000000000.0,343000000000.0,330000000000.0,287000000000.0,295000000000.0,290000000000.0,272000000000.0,279000000000.0,301000000000.0,353000000000.0,394000000000.0,409000000000.0,431000000000.0,480000000000.0,554000000000.0,542000000000.0,584000000000.0,700000000000.0,668000000000.0,689000000000.0,709000000000.0,679000000000.0,669000000000.0,679000000000.0
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677377.0,6262740657.0,6439703435.0,6232906290.0,6663669065.0,7332244898.0,8553643354.0,8827272727.0,9676172953.0,11514605842.0,,,,,,,,,,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4110000000.0,4609727273.0,5416272727.0,5668187500.0,5982347826.0,6026593750.0,7072641026.0,7013196078.0,7167086957.0,8377093023.0,9126309735.0,10884114754.0,11853817308.0,16836261173.0,16210404184.0,7622217352.0,10341925249.0,13962893422.0,15989933708.0,21803696985.0,29036709872.0,34509878044.0,25325893206.0,20355959237.0,19622527480.0,17702885394.0,18891048819.0,22255407685.0,26040229793.0,29885685143.0,33113887818.0,37834793730.0,45964327559.0,49297773130.0,57008425296.0,73447063319.0,78039572222.0,84952360922.0,81577430181.0,75173794497.0,77860932152.0,70979923960.0,69736811435.0,75643459840.0,99210392858.0,123000000000.0,155000000000.0,174000000000.0,180000000000.0,172000000000.0,219000000000.0,252000000000.0,267000000000.0,278000000000.0,261000000000.0,244000000000.0,250000000000.0,277000000000.0
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716467625.0,50056868958.0,47209359006.0,50706799903.0,59708343489.0,70436266147.0,76720285970.0,72881631327.0,70846535056.0,79705906247.0,92602973434.0,99800958648.0,114000000000.0,139000000000.0,144000000000.0,163000000000.0,154000000000.0,175000000000.0,150000000000.0,178000000000.0,191000000000.0,196000000000.0,205000000000.0,231000000000.0,260000000000.0,309000000000.0,301000000000.0,273000000000.0,312000000000.0,348000000000.0,361000000000.0,383000000000.0,427000000000.0,445000000000.0,564000000000.0,735000000000.0,864000000000.0,962000000000.0,1030000000000.0,1090000000000.0,1210000000000.0,1340000000000.0,1470000000000.0,1660000000000.0,1960000000000.0,2290000000000.0,2750000000000.0,3550000000000.0,4600000000000.0,5110000000000.0,6100000000000.0,7570000000000.0,8560000000000.0,9610000000000.0,10500000000000.0,11100000000000.0,11200000000000.0,12200000000000.0
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203561.6,618245639.2,645284344.7,761047045.8,921063266.4,919771356.4,1024103034.0,1082922892.0,1281281246.0,1361360157.0,1455482990.0,1584128262.0,1849400600.0,2508421235.0,3070151901.0,3893839190.0,4662053708.0,6265067858.0,7900524898.0,9142935858.0,10175615442.0,8432588484.0,7567109767.0,6838185419.0,6841638715.0,6977650069.0,9158302205.0,10087653189.0,10255170460.0,9757410614.0,10795850107.0,10492628915.0,11152971316.0,11045759469.0,8313557450.0,11000146839.0,12139234939.0,11722142706.0,12612033729.0,12376639823.0,10717022463.0,11192560827.0,12346919216.0,15306602560.0,16554441847.0,17084928927.0,17800887796.0,20343635320.0,24224903100.0,24277493862.0,24884505035.0,25381616734.0,27040562587.0,31273049200.0,35372603446.0,33145096414.0,36374849865.0,40388624117.0
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,618740988.0,657597382.8,699373701.2,723624365.3,782384527.8,814139855.8,853268771.1,934079050.3,1053077155.0,1152418515.0,1160002261.0,1233991075.0,1430951332.0,1758727395.0,2255496995.0,2752771044.0,3076592431.0,3366368665.0,4409920644.0,5811444661.0,6740756569.0,7636345827.0,7322914570.0,7381854747.0,7801858825.0,8148223604.0,10621158533.0,12302471429.0,12493286762.0,11140055364.0,11151578051.0,12434370005.0,11396310990.0,15498179313.0,10600157684.0,9643953175.0,10513387442.0,10833497458.0,10612847429.0,11198378749.0,10083937740.0,10371327756.0,11579343088.0,14548845765.0,17430933517.0,17944084201.0,19356046328.0,22365265026.0,26409781215.0,26017925552.0,26143818510.0,29337006833.0,29104437355.0,32348149947.0,34942948737.0,30916218544.0,32217537943.0,34798596482.0
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404118.0,3086746857.0,3779841429.0,6213185743.0,2881545273.0,4043901818.0,4532660182.0,3384063372.0,3909780539.0,5032434970.0,4877684910.0,5594770359.0,6173712814.0,7870239461.0,9596960180.0,10237343174.0,9648583225.0,12344424764.0,15372608002.0,15068422236.0,14394927495.0,12537821038.0,13651667371.0,11006712650.0,7857729193.0,7195042616.0,8095367168.0,7661625473.0,8861299977.0,9021862775.0,9349764580.0,9625436873.0,8227343907.0,10706259937.0,5820382248.0,5643439376.0,5771454940.0,6090840548.0,6215591270.0,4711259427.0,19088046306.0,7438189100.0,8728038525.0,8937567060.0,10297483481.0,11964484668.0,14451902468.0,16737071816.0,19788515874.0,18648373312.0,21565722425.0,25839749199.0,29306223081.0,32671683662.0,35917650630.0,37917704900.0,34991160100.0,37241300949.0
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.6,151675739.2,166521239.9,172233430.9,185693724.8,198318063.9,220613582.4,237397428.3,251247458.0,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679.0,754549600.5,765224030.6,878771771.3,1198749666.0,1705796850.0,1993512326.0,2160640567.0,2097274290.0,2193581366.0,2160872541.0,1849268215.0,2297753649.0,2212536313.0,2389593022.0,2798746051.0,2724853593.0,2933222714.0,1918970032.0,1769365425.0,2116003978.0,2540697688.0,2322718991.0,1949481297.0,2353909564.0,3219910550.0,2794259783.0,3019993739.0,3495868808.0,4648628921.0,6087003176.0,7731261311.0,8394688284.0,11859013281.0,9593537551.0,12007880439.0,14425607180.0,13677930124.0,14085851348.0,14177437982.0,8553154580.0,7833508879.0,8722553001.0
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4040948154.0,4552914000.0,4968603736.0,4838841456.0,5992169467.0,5790247619.0,5452762963.0,5727195020.0,5918455410.0,6405427874.0,7198360460.0,7820380971.0,8671358733.0,10315760000.0,12370029584.0,13098633902.0,15341403660.0,19470960619.0,23263511958.0,27940411250.0,33400735644.0,36388366869.0,38968039722.0,38729822782.0,38253120738.0,34894411352.0,34942489684.0,36373307085.0,39212550050.0,39540080200.0,40274204595.0,41239551378.0,49279585355.0,55802538219.0,81703500846.0,92507279383.0,97160109278.0,107000000000.0,98443739941.0,86186158685.0,99886577331.0,98203546156.0,97933391976.0,94684584163.0,117000000000.0,147000000000.0,163000000000.0,207000000000.0,244000000000.0,234000000000.0,287000000000.0,335000000000.0,370000000000.0,380000000000.0,378000000000.0,292000000000.0,280000000000.0,309000000000.0
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,123505640.9,114271897.3,107089552.3,111519676.0,107489822.7,114490697.6,162487763.9,196433684.0,207476554.8,198733185.9,250030760.8,246823428.9,266191040.4,263568114.4,185761822.6,231896229.6,230495751.4,212099634.7,215394066.1,222580453.8,203846427.7,220093812.2,246737679.5,317562269.4,368143118.7,380372892.6,406111873.5,462453582.9,523134897.0,524157261.0,530493353.2,586281766.8,570865941.2,618663921.9,647720707.1,565689764.6,616654490.4,648920942.7
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246875.5,139468114.6,140630758.6,138476239.4,132019065.0,137728155.2,190651208.0,235253171.8,264308140.3,267448513.1,306891107.3,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979069.3,490608657.9,521910560.5,592416703.1,539227277.6,563024383.3,620974660.2,813963830.2,924318490.8,971977088.2,1107891063.0,1513933983.0,1789333749.0,1711817182.0,1664310770.0,1864824081.0,1751888562.0,1850951315.0,1858121723.0,1596154666.0,1638927336.0,1753736712.0
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830.0,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152902.0,1238251696.0,1528916185.0,1666544754.0,1960863466.0,2412555426.0,3072427013.0,3523208810.0,4035519323.0,4831447001.0,2623807074.0,2606621255.0,3976453967.0,4593908719.0,4796628461.0,5477895475.0,5841132962.0,6063759371.0,6866402028.0,7403457319.0,7168999428.0,8528593084.0,9537297507.0,10432619390.0,11513472694.0,11618286553.0,12552071367.0,13617405420.0,14195623425.0,14949514585.0,15913363335.0,16504795453.0,17195867540.0,18529767934.0,19952156475.0,22600431878.0,26743874206.0,30612932876.0,30562361123.0,37268635287.0,42262697840.0,46473128286.0,49745088112.0,50577769838.0,54775972989.0,56988989897.0,57057372468.0
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200.0,6914658400.0,8135150892.0,9987709650.0,11405957317.0,13027415244.0,13789579903.0,14206158675.0,17844705325.0,19584443288.0,19912889861.0,20150254096.0,20953510235.0,22204940512.0,24039383608.0,22920490774.0,24226574634.0,25213935012.0,27458999472.0,27023468666.0,28645436569.0,24316556026.0,22085858243.0,22367254865.0,28448326757.0,30429803651.0,25017300000.0,25366200000.0,25736331247.0,28364615242.0,30565400000.0,31682400000.0,33590500000.0,35901200000.0,38203000000.0,42643836075.0,52742800000.0,58603900000.0,60806300000.0,62080000000.0,64328000000.0,68990000000.0,73141000000.0,77148000000.0,80656100000.0,87132800000.0,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444074.0,,,,,,,,,,3207032513.0,,,,,,,,,,,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974.0,964026512.2,1288715210.0,2154311277.0,2087496374.0,2159242417.0,2160364071.0,2278248953.0,2430411900.0,3090734463.0,3704813886.0,4278792597.0,4563482604.0,5591130218.0,5770197348.0,6912150456.0,6590291048.0,7425703929.0,9826778784.0,9899623588.0,9594298746.0,10353506787.0,10614455232.0,10183317625.0,10567304189.0,11618269231.0,14576896942.0,17422375000.0,18703146375.0,20403713461.0,24077470572.0,27839460964.0,25942622951.0,25562251656.0,27427161523.0,25041372222.0,24084572491.0,23359294149.0,19676167240.0,20153871681.0,21651791751.0
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40477403220.0,29675502270.0,34590052812.0,40614350197.0,47554674591.0,59775697061.0,66985765439.0,61792161168.0,66490372105.0,64867483193.0,61649492817.0,67523642262.0,81910771994.0,99627140274.0,119000000000.0,136000000000.0,155000000000.0,189000000000.0,236000000000.0,206000000000.0,207000000000.0,228000000000.0,207000000000.0,209000000000.0,208000000000.0,187000000000.0,195000000000.0,216000000000.0
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,215000000000.0,249000000000.0,299000000000.0,397000000000.0,444000000000.0,489000000000.0,518000000000.0,598000000000.0,738000000000.0,878000000000.0,947000000000.0,797000000000.0,774000000000.0,768000000000.0,722000000000.0,730000000000.0,1040000000000.0,1290000000000.0,1400000000000.0,1390000000000.0,1760000000000.0,1860000000000.0,2120000000000.0,2070000000000.0,2210000000000.0,2590000000000.0,2500000000000.0,2220000000000.0,2240000000000.0,2200000000000.0,1950000000000.0,1950000000000.0,2080000000000.0,2510000000000.0,2820000000000.0,2860000000000.0,3000000000000.0,3440000000000.0,3750000000000.0,3420000000000.0,3420000000000.0,3760000000000.0,3540000000000.0,3750000000000.0,3890000000000.0,3380000000000.0,3480000000000.0,3680000000000.0
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989528.0,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542.0,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684.0,847918929.1,999105339.3,1049110685.0,1128611700.0,1239144502.0,1353632942.0,1324733712.0,1455035089.0,1633741923.0,1764268469.0,1844674435.0
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,36370370.37,45170370.37,44296296.3,59100000.0,66218518.52,72051851.85,79925925.93,89848148.15,98585185.19,112074074.1,126348148.1,143766666.7,153374074.1,166322222.2,180437037.0,191759259.3,200418518.5,215459259.3,224037037.0,236444444.4,245781481.5,258440740.7,267740740.7,335845814.8,343119370.4,337695740.7,350091222.2,374771481.5,370370370.4,390370370.4,421375851.9,458190185.2,489074333.3,493824407.4,501025296.3,485998000.0,501979259.3,523666333.3,535095851.9,581484037.0,562540740.7
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6248946880.0,6933842099.0,7812968114.0,8316692386.0,9506678763.0,10678897387.0,11721248101.0,12788479692.0,13196541952.0,15009384585.0,17075466667.0,19085681968.0,23232411898.0,30730638896.0,34160363583.0,40474400473.0,44575847808.0,49784281716.0,60362854967.0,70366280175.0,71127592754.0,61877755005.0,60412846239.0,60644833242.0,59105208273.0,62658544411.0,88078729452.0,109000000000.0,116000000000.0,112000000000.0,138000000000.0,139000000000.0,153000000000.0,143000000000.0,156000000000.0,185000000000.0,188000000000.0,174000000000.0,177000000000.0,178000000000.0,164000000000.0,165000000000.0,179000000000.0,218000000000.0,251000000000.0,264000000000.0,283000000000.0,319000000000.0,353000000000.0,321000000000.0,322000000000.0,344000000000.0,327000000000.0,344000000000.0,353000000000.0,301000000000.0,307000000000.0,325000000000.0
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700.0,654100200.0,824100000.0,940799900.0,1025599900.0,888100000.0,983900000.0,1034800000.0,1079100000.0,1230500000.0,1485400100.0,1666400000.0,1987300000.0,2344699900.0,2925600000.0,3599300100.0,3951399900.0,4587100200.0,4774400000.0,5498800100.0,6631000100.0,7266999800.0,7964000300.0,8622000100.0,10330399700.0,5044592913.0,6122197810.0,5826987203.0,5374315190.0,6686592729.0,7073674721.0,9734321854.0,11356271336.0,13081042400.0,14664237667.0,16598679279.0,18241691857.0,20017908829.0,21672526563.0,22137599986.0,24305116729.0,25599311449.0,27362875603.0,21642882856.0,22692574473.0,36119047252.0,38116351526.0,44169678153.0,48288967303.0,48376555306.0,53982886258.0,57811180659.0,60657780261.0,62661773592.0,66065015410.0,68802092021.0,72342967648.0,75931656815.0
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723648552.0,2434776646.0,2001468868.0,2703014867.0,2909351793.0,3136258897.0,3039834559.0,3370843066.0,3852115817.0,4257218772.0,4863487493.0,5077222367.0,6761786387.0,8715105930.0,13209713643.0,15557934268.0,17728347375.0,20971901273.0,26364491313.0,33243422158.0,42345277342.0,44348672668.0,45207088716.0,48801369800.0,53698278906.0,57937868670.0,63696301893.0,66742267773.0,59089067187.0,55631489802.0,62045099643.0,45715367087.0,48003298223.0,49946455211.0,42542571306.0,41764052458.0,46941496780.0,48177862502.0,48187747529.0,48640574567.0,54790245601.0,54744714396.0,56760288974.0,67863829880.0,85324998814.0,103000000000.0,117000000000.0,135000000000.0,171000000000.0,137000000000.0,161000000000.0,200000000000.0,209000000000.0,210000000000.0,214000000000.0,166000000000.0,159000000000.0,170000000000.0
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1010325138.0,979108806.8,958598195.0,1038389642.0,1156150890.0,2387048255.0,2429309514.0,2553596092.0,2582180794.0,3112166848.0,2862504170.0,2754220263.0,3185987235.0,3891755552.0,6599259421.0,7731677257.0,9091924305.0,11026346590.0,11922502171.0,14175166008.0,17881514683.0,21810767209.0,19929853575.0,17152483214.0,16912515183.0,17149094590.0,15314143988.0,13945431882.0,13051886552.0,13890828708.0,15239278100.0,16988535268.0,18094238119.0,18938717359.0,22708673337.0,24432884442.0,25226393197.0,28162053027.0,27981896948.0,19645272636.0,18327764882.0,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,102000000000.0,99290381000.0,98613972000.0,103000000000.0
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,5111621014.0,5339520613.0,5579168510.0,6109112150.0,6861743341.0,7682491836.0,8266003571.0,8763960703.0,9616725366.0,9015166840.0,11437965585.0,13360476862.0,14636028767.0,14849909491.0,18150000571.0,22912500556.0,23405404730.0,25592365394.0,28137369499.0,30642873038.0,34689560465.0,35880262675.0,40507934171.0,35044634015.0,39648442534.0,43130416913.0,36970555899.0,41855986519.0,46578631453.0,51897983393.0,60159245060.0,67629716981.0,78436578171.0,84828807556.0,90710704807.0,99838543960.0,97632008710.0,87850683979.0,82924503943.0,78845185293.0,89685725230.0,107000000000.0,130000000000.0,163000000000.0,189000000000.0,219000000000.0,236000000000.0,279000000000.0,289000000000.0,306000000000.0,333000000000.0,333000000000.0,235000000000.0
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625.0,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005.0,1098425901.0,1211161880.0,1317974491.0,1380188800.0,1856695551.0,2117039512.0,2607739837.0,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075.0,13834300571.0,16138545209.0,19074913948.0,21343844644.0,24756958695.0,28721062242.0,31647119228.0,31475548481.0,36038711600.0,40881655099.0,46492797365.0,58971806627.0,78425934894.0,97009800115.0,114000000000.0,118000000000.0,132000000000.0,160000000000.0,214000000000.0,232000000000.0,202000000000.0,195000000000.0,170000000000.0,172000000000.0,180000000000.0,251000000000.0,318000000000.0,375000000000.0,414000000000.0,535000000000.0,576000000000.0,629000000000.0,524000000000.0,529000000000.0,613000000000.0,641000000000.0,589000000000.0,617000000000.0,633000000000.0,595000000000.0,626000000000.0,705000000000.0,907000000000.0,1070000000000.0,1160000000000.0,1260000000000.0,1480000000000.0,1640000000000.0,1500000000000.0,1430000000000.0,1490000000000.0,1340000000000.0,1360000000000.0,1380000000000.0,1200000000000.0,1240000000000.0,1310000000000.0
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373665146.0,4746109767.0,5066240419.0,5617109245.0,5726897998.0,5685774809.0,6245069734.0,7322069511.0,9833870709.0,12059201242.0,14006088297.0,16963625016.0,22237061730.0,24194039256.0,19652492637.0,19490936349.0,23170239901.0,23043864510.0,25137153149.0,26224622451.0,22566956982.0,23337907619.0,25921079612.0
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903188.0,7707678019.0,8567890821.0,8096302367.0,9480840483.0,9848600870.0,10527338647.0,10908935749.0,11476584879.0,12175166763.0,13463868357.0,10492993078.0,8830712714.0,6927950565.0,7663984568.0,8547939731.0,8589211390.0,7818224906.0,7700833482.0,8242392104.0,8231326016.0,7850809498.0,8623691300.0,10131187261.0,12401139454.0,15280861835.0,19707616773.0,27066912635.0,32437389116.0,29933790334.0,31952763089.0,43310721414.0,47648211133.0,55612228234.0,64464547915.0,73000980434.0,80561496134.0
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196.0,5921659485.0,6340580854.0,6885920329.0,7766655086.0,8589340019.0,9208524505.0,9368954010.0,8823033880.0,10070766721.0,11365953567.0,12536710287.0,14754136507.0,19486826980.0,24867278714.0,29494515597.0,31873171719.0,33524682308.0,36283091408.0,44498283621.0,53685049410.0,52485533205.0,52832120390.0,51014090521.0,52926394935.0,55914236378.0,73586676050.0,91642093873.0,109000000000.0,119000000000.0,142000000000.0,128000000000.0,113000000000.0,89255751015.0,103000000000.0,134000000000.0,132000000000.0,127000000000.0,134000000000.0,135000000000.0,126000000000.0,129000000000.0,140000000000.0,171000000000.0,197000000000.0,204000000000.0,217000000000.0,255000000000.0,284000000000.0,251000000000.0,248000000000.0,274000000000.0,257000000000.0,270000000000.0,273000000000.0,232000000000.0,239000000000.0,252000000000.0
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435.0,129454728.6,140032741.5,147084750.0,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509.0,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927.0,1202567359.0,1235899836.0,1194015444.0,1123107276.0,1177997414.0,1141210125.0,1290228617.0,1177908192.0,1109976928.0,1182686577.0,1337024782.0,1383843860.0,1531803061.0,1635426125.0,1825285158.0,1970347721.0,2129266728.0,2093994597.0,1656784780.0,1942170999.0,1684109743.0,1660102346.0,1842691481.0,2315935753.0,2727507213.0,3006725015.0,3102741451.0,3405050612.0,3523185920.0,2870624636.0,3140508836.0,3774530616.0,3972012571.0,4190143206.0,4483416340.0,4362128146.0,4671313315.0,5061202767.0
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62651474947.0,68346741504.0,76313782252.0,85551113767.0,94906593388.0,102000000000.0,111000000000.0,119000000000.0,130000000000.0,141000000000.0,148000000000.0,166000000000.0,203000000000.0,264000000000.0,286000000000.0,361000000000.0,372000000000.0,410000000000.0,507000000000.0,614000000000.0,701000000000.0,616000000000.0,585000000000.0,560000000000.0,531000000000.0,553000000000.0,771000000000.0,934000000000.0,1020000000000.0,1030000000000.0,1270000000000.0,1270000000000.0,1400000000000.0,1320000000000.0,1390000000000.0,1600000000000.0,1610000000000.0,1450000000000.0,1500000000000.0,1490000000000.0,1360000000000.0,1380000000000.0,1490000000000.0,1840000000000.0,2120000000000.0,2200000000000.0,2320000000000.0,2660000000000.0,2920000000000.0,2690000000000.0,2640000000000.0,2860000000000.0,2680000000000.0,2810000000000.0,2850000000000.0,2440000000000.0,2470000000000.0,2580000000000.0
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688873.0,1125684470.0,1062339944.0,1154899793.0,1268445919.0,1486861879.0,1683997930.0,1730894295.0,1970135199.0,2278229880.0,2413251996.0,2257083699.0,2301168187.0,2468754075.0,2356495468.0,2613464380.0,2810547884.0,2476746087.0,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000.0,,,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,222103600.0,218845700.0,206900300.0,219646200.0,220660500.0,233226300.0,240051900.0,241543400.0,245277400.0,240097000.0,250149400.0,253372300.0,256548100.0,262868600.0,279966700.0,296525300.0,310502100.0,326128700.0,316040600.0,317999400.0,315179700.0,329895600.0,336427532.9
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2780000000000.0,167637907.4,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701.0,323802475.5,381687073.1,430508357.7,722780701.1,1544216004.0,2157592937.0,3009409971.0,2809349074.0,2389479269.0,3030251116.0,4279637934.0,3862269127.0,3618007844.0,3391275731.0,3561451562.0,3339914759.0,3403638194.0,3281797039.0,3834503378.0,4186411457.0,5952293766.0,5402919957.0,5592390849.0,4378645081.0,4190819314.0,4958845906.0,5694040337.0,5326816859.0,4483417120.0,4662992036.0,5067865321.0,5018874179.0,5310381151.0,6497305662.0,7756293575.0,9578973591.0,10318424464.0,12438956756.0,15508574820.0,12065138273.0,14358631634.0,18186515200.0,17171468469.0,17590680917.0,18179666879.0,14377389786.0,14014278017.0,14622880886.0
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,72328047042.0,76694360636.0,80601939635.0,85443766670.0,93387598814.0,101000000000.0,107000000000.0,111000000000.0,105000000000.0,113000000000.0,131000000000.0,148000000000.0,170000000000.0,193000000000.0,206000000000.0,242000000000.0,233000000000.0,263000000000.0,336000000000.0,439000000000.0,565000000000.0,541000000000.0,515000000000.0,490000000000.0,461000000000.0,489000000000.0,601000000000.0,745000000000.0,910000000000.0,927000000000.0,1090000000000.0,1140000000000.0,1180000000000.0,1060000000000.0,1140000000000.0,1340000000000.0,1410000000000.0,1550000000000.0,1640000000000.0,1670000000000.0,1650000000000.0,1620000000000.0,1770000000000.0,2040000000000.0,2400000000000.0,2520000000000.0,2690000000000.0,3070000000000.0,2890000000000.0,2380000000000.0,2440000000000.0,2620000000000.0,2660000000000.0,2740000000000.0,3020000000000.0,2890000000000.0,2650000000000.0,2620000000000.0
