Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868.0,6357615894.0,3690328964.0,2701181331.0,2513870587.0,2693731866.0,3094915506.0,3510540809.0,3613500117.0,2800024314.0,3057453483.0,3219487747.0,3395739855.0,3991281540.0,5125363001.0,6410852596.0,7745406201.0,10172869680.0,12795044473.0,10766809099.0,11638536834.0,14434619982.0,15846474596.0,16140047012.0,16509305828.0,13993546732.0,14378016732.0,15159281211.0
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230038.0,1302674264.0,1382515590.0,1540797517.0,1731296119.0,2053462872.0,2126300573.0,1747187539.0,1666910166.0,1962051319.0,2215029450.0,2417107708.0,2112292945.0,2465492958.0,2894409938.0,2810106383.0,2765254237.0,3189428571.0,3662478185.0,4020227920.0,4445228216.0,4222441615.0,4035994398.0,4057275043.0,4412279843.0,4504342149.0,5727602645.0,5074829932.0,5197840979.0,5251764264.0,5889174825.0,6596546196.0,6413901602.0,5966255778.0,5444560669.0,6465137615.0,6934984709.0,6891308594.0,7480968858.0,7719354839.0,4983024408.0,5314909954.0,6166330136.0,7632406553.0,8881368538.0,10731634117.0,20409668522.0,24758819718.0,28526891010.0,25977847814.0,32174772956.0,39566292433.0,41939728979.0,47805069495.0,39086625009.0,37338430643.0,42803583022.0,47330016343.0
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899.0,2041538057.0,2384295764.0,2432029380.0,2666616177.0,3014890569.0,3284625277.0,3279063318.0,3383218923.0,3693753379.0,3869032271.0,3783788551.0,3588376057.0,3461282294.0,2995360969.0,2833442750.0,2949637039.0,3446442219.0,3666349049.0,2937071767.0,4375865936.0,5836261225.0,7009809997.0,6493151288.0,6992497899.0,6511123904.0,7504778989.0,8263033525.0,8765067644.0,8857789706.0,9275886117.0,10496056733.0
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212353.7,46695363.16,41160658.57,45168722.7,52296836.75,55728608.97,59161545.0,75187969.92,95797533.46,115182522.1,112189468.5,138094243.3,171836793.4,207114382.5,241080708.9,218764445.8,216051496.0,213446562.6,177338801.9,225724851.7,185646209.4,220626484.2,266673126.2,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,578785951.4,624173239.9,655070067.7,798885556.5,965781078.2,900639534.0,951806368.7,898290989.9,910026155.7,898947649.5,833249466.8,907655651.5,962797146.5,1014621520.0
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489.0,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362.0,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,370173838.7,392278168.2,415843482.0,476388260.6,531109356.2,586795675.4,591839470.7,695990208.4,864654795.3,826798659.8,850633309.8,1099385895.0,989875559.1,1045790133.0,1053512334.0,1047808175.0,1178204501.0,1346933490.0
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.45,10840095.13,12712471.4,64748333.33,69110000.0,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.3,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496.0,1461139022.0,1806742742.0,2484745935.0,4410764339.0,8217369093.0,10086528699.0,13071718759.0,19749893536.0,15027795173.0,16298542028.0,21329395901.0,22389627294.0,21942597765.0,21736500713.0,13180194733.0,11259559879.0,12486753871.0
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4446528165.0,5016048786.0,5327573509.0,5949478035.0,6680298251.0,7600579093.0,8455611129.0,9136711288.0,9915140546.0,11266091571.0,13139862500.0,14591755682.0,16885506818.0,22347844649.0,25351305682.0,28525872476.0,31152840485.0,36176233117.0,44270203154.0,54481875805.0,56829663469.0,52346507380.0,54617991327.0,49428872678.0,48020024788.0,47820850975.0,56379593720.0,65652751132.0,76261278405.0,79169043642.0,97891090929.0,105000000000.0,116000000000.0,109000000000.0,117000000000.0,137000000000.0,146000000000.0,143000000000.0,144000000000.0,143000000000.0,130000000000.0,136000000000.0,154000000000.0,202000000000.0,241000000000.0,248000000000.0,273000000000.0,318000000000.0,354000000000.0,330000000000.0,299000000000.0,288000000000.0,246000000000.0,240000000000.0,237000000000.0,196000000000.0,193000000000.0,200000000000.0
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494481.48,88322370.37,102244370.4,110900444.4,115651925.9,125435592.6,131803555.6,145533296.3,167728444.4,187589518.5,215009555.6,236357518.5,267327629.6,278098777.8,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698700666.7,758683592.6,825977888.9,771278111.1,771015888.9,778648666.7,799882148.1,842620111.1,911481481.5,997007925.9,1056188593.0,1118816679.0
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.67,88570952.87,106101175.7,140153748.2,169918948.6,211194305.7,240780413.6,282269373.0,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970365.0,1016493395.0,1037921837.0,927219728.9,1005879948.0,1208946166.0,1197509787.0,1072147778.0,1149862703.0,1131561595.0,1068030830.0,1086172923.0,1169138789.0,1558768614.0,1825157317.0,1849805733.0,2013099482.0,2249811709.0,2499107511.0,2529948330.0,2503156061.0,2684467376.0,2609667674.0,2669515517.0,2837737194.0,2520206900.0,2705891617.0,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900.0,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652087.0,7231963516.0,7084399840.0,7841602824.0,8410724361.0,7650125217.0,9406097735.0,10440842165.0,11399942453.0,12983235568.0,14655404433.0,15674835615.0,17790026222.0,19395491993.0,18318412251.0,19288827159.0,18702802395.0,20776669467.0,21917706491.0,23965275996.0,27211377225.0,30231249362.0,34113107086.0,39136893345.0,37733994976.0,41338595381.0,47654841113.0,50388454861.0,53851058955.0,58722323918.0,63767597194.0,68663653469.0,75620095538.0
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385000000.0,3560000000.0,3857000000.0,4197000000.0,4213000000.0,4375000000.0,4621000000.0,4781000000.0,4895000000.0,4928000000.0,5199000000.0,5337000000.0,5531000000.0,5697000000.0,5793000000.0,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000.0,249300000.0,267800000.0,282050000.0,285380952.4,307047619.0,433954545.5,494791666.7,454440000.0,449880000.0,507080000.0,530440000.0,603200000.0,570357107.1,482000000.0,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990.0,379779389.7,396582263.3,336708419.5,368281378.9,442273433.2,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,696281471.7,722460886.4,741929342.8,785918769.6,824880550.3,1458449453.0,1740334782.0,1922598121.0,2061323854.0,2273225042.0,2576024116.0,2861562266.0,2990006534.0,3077086276.0,3166029056.0,3504024213.0,3675631961.0
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796652.0,1383681651.0,1612346412.0,1935298266.0,2206466461.0,2435078534.0,2489845017.0,2692474989.0,2716964388.0,3189740055.0,3800766536.0,4476001946.0,5710107420.0,8030117556.0,9388663646.0,10048022370.0,12876366009.0,15719433719.0,18315007366.0,22526035941.0,28861759209.0,31055409443.0,32291306282.0,29907091340.0,33511383986.0,35699543051.0,41075570592.0,50622571586.0,59707404561.0,68790369107.0,76928290842.0,88959620136.0,104000000000.0,120000000000.0,136000000000.0,145000000000.0,160000000000.0,177000000000.0,169000000000.0,166000000000.0,172000000000.0,169000000000.0,166000000000.0,161000000000.0,169000000000.0,182000000000.0,194000000000.0,212000000000.0,219000000000.0,214000000000.0,229000000000.0,249000000000.0,263000000000.0,276000000000.0,291000000000.0,309000000000.0,321000000000.0,341000000000.0
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000.0,356200000.0,387750000.0,410200000.0,457000000.0,508650000.0,549950000.0,598100000.0,646800000.0,668000050.0,723000000.0,731000000.0,802999950.0,912499950.0,1034500000.0,1124000000.0,1347999950.0,1669499950.0,1929499950.0,2251499950.0,2566000050.0,2819500000.0,2903500050.0,3076999950.0,3319000000.0,3639499950.0,3808500050.0,4152499950.0,3970386266.0,3563448310.0,3048881323.0,3068444712.0,3419487441.0,3481990761.0,3432356579.0,3911053180.0,4034037162.0,4663193916.0,5202215657.0,5372543554.0,7103507989.0,7565869928.0,7775078403.0,8140271081.0,8772194250.0,9672035709.0,10841742348.0,12275501784.0,13789715133.0,14587496229.0,15839344592.0,17710315006.0,18528601901.0,18499710128.0,19756494435.0,20979767785.0,21643936939.0,22978532897.0
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845.0,23678012697.0,23822087053.0,25432144406.0,23386945597.0,21774273832.0,23289671102.0,26878499206.0,34658113497.0,41574530816.0,45416358502.0,50453577898.0,60093222709.0,70481451449.0,62703143057.0,59829574391.0,62375044443.0,56565475275.0,58085856019.0,57629518806.0,49425513611.0,51338524831.0,54849180229.0
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473540602.0,2257121668.0,1878248741.0,2167564195.0,2813313279.0,2907514523.0,3338938830.0,3723909227.0,4153736347.0,3953846311.0,3596443005.0,3472191962.0,2960306121.0,3537720277.0,4310358096.0,4756204070.0,5885325590.0,6548530572.0,6584649419.0,6622541529.0,7516834160.0,7890216508.0,8452509316.0,8776350790.0,8724656126.0,7970649131.0,8408150518.0
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34748508332.0,38724945368.0,40119073326.0,43160392124.0,46418916500.0,46659796773.0,47290180589.0,48770466839.0,49170434391.0,47310623887.0,53821315066.0,67716887203.0,85324771841.0,104000000000.0,113000000000.0,115000000000.0,140000000000.0,158000000000.0,131000000000.0,131000000000.0,141000000000.0,128000000000.0,135000000000.0,140000000000.0,123000000000.0,126000000000.0,139000000000.0
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756645.0,7076465295.0,8337423313.0,9150684932.0,9333536360.0,10997590361.0,16273253012.0,25802409639.0,30463855422.0,37269156627.0,45808915663.0,51455719100.0,51400186379.0,72482337370.0,85518233451.0,90158449307.0,81052283405.0,84853699994.0,85289491750.0,79954072570.0,75929617577.0,84300174477.0,94451427898.0,106000000000.0,117000000000.0,128000000000.0,158000000000.0,177000000000.0,202000000000.0,227000000000.0,216000000000.0,95445547873.0,140000000000.0,165000000000.0,160000000000.0,196000000000.0,235000000000.0,257000000000.0,286000000000.0,365000000000.0,432000000000.0,510000000000.0,540000000000.0,755000000000.0,893000000000.0,918000000000.0,913000000000.0,891000000000.0,861000000000.0,932000000000.0,1020000000000.0
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.6,1023086919.0,1180919719.0,1382548250.0,1567465657.0,1563667800.0,1614595291.0,1897606791.0,2264911807.0,2758117365.0,2971167185.0,3344402193.0,5685988395.0,5827468750.0,5487083658.0,5920177689.0,6142169524.0,6433357030.0,6754330155.0,7428280402.0,6792417112.0,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,36535925031.0,38709096076.0,41599070242.0,47776000900.0,55726873084.0,58760424670.0,45253641303.0,49466168891.0,52377324284.0,57668330026.0,61589800520.0,66452561866.0,70509913049.0,84374541630.0,98198276857.0,97159222024.0,101000000000.0,120000000000.0,135000000000.0,151000000000.0,184000000000.0,191000000000.0,198000000000.0,215000000000.0,209000000000.0,229000000000.0,246000000000.0,275000000000.0,293000000000.0,292000000000.0,317000000000.0,267000000000.0,284000000000.0,276000000000.0,323000000000.0,355000000000.0,388000000000.0,410000000000.0,416000000000.0,453000000000.0,462000000000.0,479000000000.0,508000000000.0,600000000000.0,700000000000.0,809000000000.0,920000000000.0,1200000000000.0,1190000000000.0,1320000000000.0,1660000000000.0,1820000000000.0,1830000000000.0,1860000000000.0,2040000000000.0,2100000000000.0,2270000000000.0,2600000000000.0
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775.0,2088012282.0,2260349684.0,2430843768.0,2766608946.0,2945704143.0,3104034393.0,3343636773.0,3278584478.0,3787077344.0,4401259686.0,5104355500.0,6325627655.0,7490132549.0,7906317253.0,9495166028.0,9465078404.0,11261811100.0,14665538508.0,18341273856.0,21773901764.0,20694944733.0,21500472055.0,20790917686.0,20130728786.0,21295486383.0,28748960471.0,33961142322.0,37818134253.0,39285385088.0,49364681256.0,49847128533.0,55985506499.0,52480253169.0,57166037102.0,69222626263.0,75880632560.0,82826146132.0,90082034316.0,98691849563.0,99853528653.0,109000000000.0,128000000000.0,164000000000.0,194000000000.0,212000000000.0,232000000000.0,270000000000.0,275000000000.0,236000000000.0,222000000000.0,239000000000.0,226000000000.0,239000000000.0,258000000000.0,291000000000.0,305000000000.0,334000000000.0
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,4199134390.0,4426949095.0,4693566416.0,4928628018.0,5379845647.0,6197319930.0,6789938673.0,7555383690.0,8623172960.0,9743089606.0,10976245154.0,13731801565.0,17153463264.0,27081698249.0,46209092073.0,51776222350.0,68055295080.0,80600122701.0,77994316622.0,90391877325.0,94362275580.0,100000000000.0,126000000000.0,156000000000.0,162000000000.0,180000000000.0,209000000000.0,134000000000.0,123000000000.0,120000000000.0,125000000000.0,,,63743623232.0,71841461173.0,96419225744.0,120000000000.0,114000000000.0,110000000000.0,114000000000.0,110000000000.0,127000000000.0,129000000000.0,154000000000.0,190000000000.0,226000000000.0,266000000000.0,350000000000.0,406000000000.0,414000000000.0,487000000000.0,584000000000.0,599000000000.0,467000000000.0,434000000000.0,386000000000.0,419000000000.0,440000000000.0
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1684121535.0,1831700364.0,1954634836.0,1978437693.0,2340521143.0,,,,2896947634.0,3008120975.0,3281713806.0,3865346535.0,4113848002.0,5134367778.0,11516762614.0,13458516763.0,17754825601.0,19838130715.0,23762275652.0,37816457839.0,53405689130.0,38424991534.0,42595309883.0,40595046639.0,46802508845.0,48284979093.0,47127693792.0,56609842393.0,62503055645.0,65641363783.0,180000000000.0,,,,,,,,,,,,,,36627901762.0,49954890353.0,65140293688.0,88840050497.0,132000000000.0,112000000000.0,139000000000.0,186000000000.0,218000000000.0,235000000000.0,235000000000.0,180000000000.0,171000000000.0,198000000000.0
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097.0,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,518902045.5,660321818.2,827213233.6,1137337734.0,1492743372.0,1386032921.0,1644755723.0,2175791271.0,2474614621.0,2811162819.0,3331325038.0,3441249882.0,3159121961.0,2724974073.0,2822006039.0,2939845038.0,3930518366.0,5438537482.0,6016168896.0,5588533007.0,6372905073.0,6807365898.0,6976080331.0,6126456175.0,6294803497.0,7018100153.0,7330965239.0,7548912105.0,8453704212.0,8917286036.0,8927140438.0,8136345144.0,9207689916.0,11316441660.0,13722824251.0,16691490114.0,17048647568.0,21319946740.0,17658408759.0,12944114736.0,13310567803.0,14732689535.0,14292008745.0,15548321544.0,17304033021.0,16942247374.0,20304098101.0,23909289979.0
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2598500000.0,3138500000.0,2510000000.0,2992333333.0,3405333333.0,3663333333.0,3980000000.0,4030000000.0,4619000000.0,5329333333.0,7045666667.0,6709000000.0,8771500000.0,11321750000.0,16334250000.0,15353833333.0,15176875000.0,17365700000.0,16836235294.0,21505200000.0,24154568627.0,25568701754.0,27826057613.0,31079439502.0,29148462483.0,27493591484.0,34083532195.0,40946424370.0,50078767903.0,49881433991.0,58986997917.0,67530220219.0,75575902932.0,75954641355.0,86307135997.0,100000000000.0,110000000000.0,115000000000.0,116000000000.0,117000000000.0,132000000000.0,131000000000.0,121000000000.0,127000000000.0,135000000000.0,142000000000.0,154000000000.0,179000000000.0,216000000000.0,207000000000.0,234000000000.0,262000000000.0,257000000000.0,292000000000.0,308000000000.0,299000000000.0,318000000000.0,351000000000.0
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344.0,44842760293.0,50383891899.0,57710743060.0,63175417019.0,67978153851.0,73654870011.0,81133120065.0,87942231678.0,97085082807.0,113000000000.0,124000000000.0,145000000000.0,175000000000.0,199000000000.0,227000000000.0,224000000000.0,257000000000.0,314000000000.0,392000000000.0,476000000000.0,429000000000.0,426000000000.0,442000000000.0,436000000000.0,451000000000.0,638000000000.0,803000000000.0,889000000000.0,926000000000.0,1180000000000.0,1240000000000.0,1320000000000.0,1060000000000.0,1100000000000.0,1170000000000.0,1310000000000.0,1240000000000.0,1270000000000.0,1250000000000.0,1140000000000.0,1160000000000.0,1270000000000.0,1570000000000.0,1800000000000.0,1850000000000.0,1940000000000.0,2200000000000.0,2390000000000.0,2190000000000.0,2130000000000.0,2280000000000.0,2070000000000.0,2130000000000.0,2150000000000.0,1830000000000.0,1860000000000.0,1930000000000.0
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699050679.0,748028839.4,777712445.8,826690466.2,897931401.4,972140557.2,1096738065.0,1148025407.0,1083883355.0,1191287652.0,1404776071.0,1539865514.0,1875048860.0,1905917553.0,2375096249.0,2860411286.0,2966010230.0,3249697393.0,2644449232.0,2425033998.0,2679409453.0,2979061412.0,3293533288.0,3619294121.0,2373566957.0,2100223150.0,2754566176.0,3286987552.0,3828310735.0,4404970059.0,4592224067.0,4071219198.0,3530892749.0,5405097571.0,5419134875.0,6538840170.0,7368000000.0,8375077443.0,8763219645.0,8851581633.0,8985352832.0,9178016493.0,9694169757.0,9399447609.0,10150978155.0,11204416000.0,11905525197.0,12824094990.0,13678606692.0,12038829246.0,13191645686.0,14439910353.0,14800165407.0,14274983016.0,13897723431.0,14186886643.0,14056908749.0,14768134912.0
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599831979.8,658078969.5,631755810.7,561187342.5,698963875.7,639596751.6,678241389.0,788574629.0,943700547.8,1197454207.0,1363039400.0,1708734940.0,2096568479.0,2602748691.0,3271728272.0,3910036925.0,4384685230.0,4680567376.0,4920407601.0,4966710013.0,4993829194.0,6401380000.0,6755599114.0,6277197435.0,4220945005.0,4160003917.0,4344250257.0,5311329067.0,5605841536.0,6237739516.0,6727446632.0,6928359238.0,7246188575.0,7912327362.0,8149106065.0,8460424401.0,8975689845.0,9582453032.0,10195660790.0,11411390409.0,12588665303.0,15056929760.0,17110587447.0,21972004086.0,23820230000.0,26425379437.0,28840263380.0,30937277606.0,33593843662.0,35826925775.0,37517410282.0,38654727746.0,40068308516.0
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950.0,53508617739.0,60723018684.0,69498131797.0,81749006382.0,90950278258.0,106000000000.0,124000000000.0,147000000000.0,172000000000.0,213000000000.0,240000000000.0,318000000000.0,432000000000.0,480000000000.0,522000000000.0,586000000000.0,721000000000.0,1010000000000.0,1060000000000.0,1110000000000.0,1220000000000.0,1130000000000.0,1240000000000.0,1320000000000.0,1400000000000.0,2080000000000.0,2530000000000.0,3070000000000.0,3050000000000.0,3130000000000.0,3580000000000.0,3910000000000.0,4450000000000.0,4910000000000.0,5450000000000.0,4830000000000.0,4410000000000.0,4030000000000.0,4560000000000.0,4890000000000.0,4300000000000.0,4120000000000.0,4450000000000.0,4820000000000.0,4760000000000.0,4530000000000.0,4520000000000.0,5040000000000.0,5230000000000.0,5700000000000.0,6160000000000.0,6200000000000.0,5160000000000.0,4850000000000.0,4390000000000.0,4950000000000.0,4870000000000.0
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899.0,24881135586.0,24906939560.0,23409027476.0,21250839258.0,20374307047.0,21035357833.0,22165932063.0,22135245413.0,16870817135.0,18291990619.0,22152694162.0,24636593223.0,30833699703.0,43151647003.0,57123671734.0,81003884545.0,105000000000.0,133000000000.0,115000000000.0,148000000000.0,193000000000.0,208000000000.0,237000000000.0,221000000000.0,184000000000.0,137000000000.0,159000000000.0
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791265458.8,792959472.1,868111400.0,926589348.6,998759333.6,997919320.0,1164519673.0,1232559506.0,1353295458.0,1458379415.0,1603447357.0,1778391289.0,2107279157.0,2502142444.0,2973309272.0,3259344936.0,3474542392.0,4494378855.0,5303734883.0,6234390975.0,7265315332.0,6854491454.0,6431579357.0,5979198464.0,6191437070.0,6135034338.0,7239126717.0,7970820531.0,8355380879.0,8283114648.0,8572359163.0,8151479004.0,8209129172.0,5751789915.0,7148145376.0,9046326060.0,12045858436.0,13115773738.0,14093998844.0,12896013577.0,12705357103.0,12986007426.0,13147743911.0,14904517650.0,16095337094.0,18737897745.0,25825524821.0,31958195182.0,35895153328.0,37021512049.0,40000088347.0,41954942417.0,50334699324.0,55096730083.0,61448046802.0,64007293815.0,70875289605.0,74938190655.0
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000.0,2570833333.0,2316562500.0,2028295455.0,1681006993.0,1661018519.0,1827570586.0,1767864036.0,1645963750.0,1249062025.0,1369693171.0,1525112242.0,1605640633.0,1919012781.0,2211535312.0,2460248026.0,2834168889.0,3802566171.0,5139957785.0,4690062255.0,4794357795.0,6197766119.0,6605139933.0,7335027592.0,7468096567.0,6678178340.0,6813092066.0,7564738836.0
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249.0,978873232.4,718401157.7,969911421.4,505549441.4,702899156.0,588443893.7,,,,,,,,,,,,,,,,,,,2533727592.0,2791435272.0,3441205693.0,3506695720.0,3443413389.0,3120425503.0,3517242477.0,3677897739.0,3984000517.0,4284028483.0,4658246918.0,5337833248.0,6293046162.0,7274595707.0,8639235842.0,10351914093.0,10401851851.0,11242275199.0,12829541141.0,14054443213.0,15227991395.0,16702610842.0,18049954289.0,20016747754.0,22158209503.0
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.6,32125148.4,32085561.5,33608738.27,42972107.2,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,108545632.5,130754915.9,139125482.3,130465372.0,153275912.7,177142135.1,188045661.6,187153601.1,178869298.7,169140560.4,181551516.5,196150061.3
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366563.61,12483229.31,12541562.15,12833226.39,13416554.86,13593932.32,14469078.18,16742338.25,14600000.0,15850000.0,16300000.0,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44680000.0,49095407.41,58296666.67,67715444.44,79026037.04,84381407.41,85100481.48,95898444.44,106057000.0,125272259.3,140705629.6,165745740.7,185094777.8,208740444.4,209880963.0,229434518.5,249676000.0,277567259.3,299699666.7,318742963.0,357237682.1,364975456.9,389984428.9,420515107.7,461078078.1,483120194.3,465850739.6,502561629.6,543167666.7,636218037.0,674008481.5,738942555.6,723209111.1,705015370.4,753225963.0,734462666.7,788163888.9,847778185.2,878281518.5,909854629.6,945854481.5
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3957873926.0,2417237754.0,2813933900.0,3988246109.0,3458518494.0,3120307808.0,3928171298.0,4854576371.0,6117260076.0,7675805108.0,8999227202.0,9889961112.0,10842220469.0,13841885921.0,19482038223.0,21704752066.0,29779338843.0,38265082645.0,51700619835.0,66567975207.0,64980820835.0,72425590649.0,77773431088.0,87024427973.0,96597434180.0,100000000000.0,116000000000.0,146000000000.0,197000000000.0,244000000000.0,279000000000.0,326000000000.0,350000000000.0,386000000000.0,456000000000.0,556000000000.0,598000000000.0,558000000000.0,374000000000.0,485000000000.0,562000000000.0,533000000000.0,609000000000.0,681000000000.0,765000000000.0,898000000000.0,1010000000000.0,1120000000000.0,1000000000000.0,902000000000.0,1090000000000.0,1200000000000.0,1220000000000.0,1310000000000.0,1410000000000.0,1380000000000.0,1410000000000.0,1530000000000.0
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,2097451694.0,2391486978.0,2441893027.0,2663119574.0,2769532344.0,2873984878.0,3880370402.0,4451200973.0,5408293999.0,13004774557.0,12024138276.0,13131668947.0,14135729588.0,15500908760.0,24746019537.0,28638550499.0,25056672166.0,21577977770.0,20869434305.0,21697297872.0,21442619681.0,17903681693.0,22365734482.0,20692472760.0,24312117767.0,18427777778.0,11008793176.0,19858555215.0,23941391391.0,24848483838.0,27191689008.0,31493987642.0,30354434553.0,25941929462.0,30121879435.0,37711864407.0,34890772742.0,38137545245.0,47875838926.0,59440108585.0,80797945205.0,102000000000.0,115000000000.0,147000000000.0,106000000000.0,115000000000.0,154000000000.0,174000000000.0,174000000000.0,163000000000.0,115000000000.0,111000000000.0,120000000000.0
